관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41390-00121,물왕소공원,소공원,경기도 시흥시,경기도 시흥시 산현동 493,37.377381,126.8430459,1421,,,,,,2014-09-22,경기도 시흥시청,031-310-3871,2022-11-28
41390-00122,남왕소공원,소공원,경기도 시흥시,경기도 시흥시 목감동 400,37.38364942,126.860952,882,,,,,,2014-09-22,경기도 시흥시청,031-310-3871,2022-11-28
41390-00123,새늘공원,문화공원,경기도 시흥시 동서로 902-20,경기도 시흥시 산현동 495,37.37795182,126.8461768,4653,,,,,,2014-09-22,경기도 시흥시청,031-310-3869,2022-11-28
41390-00124,문화2공원,문화공원,경기도 시흥시,경기도 시흥시 조남동 649,37.37763818,126.8499161,4222,,,,,,2014-09-23,경기도 시흥시청,031-310-3869,2022-11-28
41390-00125,정왕동 체육4공원,체육공원,경기도 시흥시,경기도 시흥시 정왕동 1878-1,37.36540222,126.7311343,11676,,,,,,2014-12-31,경기도 시흥시청,031-310-3862,2022-11-28
41390-00126,정왕동 체육5공원,체육공원,경기도 시흥시 함송로 8,경기도 시흥시 정왕동 1886-1,37.364027,126.728511,10117,,,,,,2014-12-31,경기도 시흥시청,031-310-3862,2022-11-28
41390-00127,하중어린이공원,어린이공원,경기도 시흥시,경기도 시흥시 하중동 872-2,37.39119172,126.8072188,2810,,조합놀이대,,,,2018-05-15,경기도 시흥시청,031-310-3871,2022-11-28
41390-00128,생금공원,어린이공원,경기도 시흥시 죽율로 45-32,경기도 시흥시 죽율동 765,37.350594,126.758275,7360,,,,,,,경기도 시흥시청,031-310-3871,2022-11-28
41390-00129,죽율공원,어린이공원,경기도 시흥시,경기도 시흥시 죽율동 755,37.34805344,126.7621865,1806,,,,,,,경기도 시흥시청,031-310-3871,2022-11-28
41390-00130,꿈누리공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2759,37.3191123,126.697642,2266,,,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00131,꿈자람공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2788,37.31664596,126.7031618,1907,,,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00132,꿈물결공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2810,37.31781215,126.696343,2341,,,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00133,오이도공원,문화공원,경기도 시흥시,경기도 시흥시 정왕동 2022-6,37.3420815,126.6902007,18355,,조합놀이대,,,,,경기도 시흥시청,031-310-2338,2022-11-28
41390-00134,조남소공원,소공원,경기도 시흥시,경기도 시흥시 조남동 175-5,37.3807067,126.8554643,446,,놀이기구,,,,,경기도 시흥시청,031-310-3871,2022-11-28
41390-00135,해담공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2408,37.37924736,126.7278446,2724,,조합놀이대,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00136,꿈마루공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2417,37.37845513,126.7297082,1685,,조합놀이대,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00137,갯마루공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2449,37.37709889,126.7299812,1603,,조합놀이대,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00138,도란1공원,소공원,경기도 시흥시,경기도 시흥시 정왕동 2517-2,37.36919352,126.7285868,1863,,,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41390-00139,라온공원,소공원,경기도 시흥시,경기도 시흥시 정왕동 2589-1,37.35367684,126.7054514,9174,,,,,,,경기도 시흥시청,031-310-3863,2022-11-28
41135-00101,수평공원,어린이공원,경기도 성남시 분당구 금곡로23번길 15-5,경기도 성남시 분당구 구미동 138,37.34491765,127.1110148,2020.2,야외운동기구,어린이놀이터,벤치+음수전,,,1991-01-08,경기도 성남시 분당구 녹지공원과,031-729-7463,2022-11-13
41390-00086,능골공원,근린공원,경기도 시흥시,경기도 시흥시 능곡동 781,37.36553942,126.8082886,20260,체육시설+인라인스케이장+ 농구장,,,,,2004-11-10,경기도 시흥시청,031-310-3869,2022-11-28
41390-00087,목실공원,어린이공원,경기도 시흥시,경기도 시흥시 능곡동 495,37.3737267,126.813248,3387,,조합놀이대,,,,2004-11-10,경기도 시흥시청,031-310-3871,2022-11-28
41390-00088,실개울공원,어린이공원,경기도 시흥시,경기도 시흥시 능곡동 777,37.36560354,126.8104717,5351,,조합놀이대,,,,2004-11-10,경기도 시흥시청,031-310-3871,2022-11-28
41390-00089,가래울공원,어린이공원,경기도 시흥시,경기도 시흥시 능곡동 793,37.36511658,126.8138104,9351,,조합놀이대,,,,2004-11-10,경기도 시흥시청,031-310-3871,2022-11-28
41390-00090,산들공원,근린공원,경기도 시흥시,경기도 시흥시 거모동 1352,37.34710847,126.7807902,27413,체육시설물,,화장실+관리사무소,,,2005-05-03,경기도 시흥시청,031-310-3869,2022-11-28
41390-00091,솔숲공원,근린공원,경기도 시흥시,경기도 시흥시 미산동 산12-6,37.41892174,126.7916299,22070,,조합놀이대+그네 등,,,,2005-05-03,경기도 시흥시청,031-310-3870,2022-11-28
41390-00092,해가든공원,어린이공원,경기도 시흥시,경기도 시흥시 미산동 350-16,37.420317,126.7954977,1500,,조합놀이대+시소 등,,,,2005-10-10,경기도 시흥시청,031-310-3871,2022-11-28
41390-00093,산현공원,근린공원,경기도 시흥시 목감남서로 15,경기도 시흥시 조남동 670,37.375453,126.851181,89676,,,화장실+주차장+관리사무소,,,2007-11-08,경기도 시흥시청,031-310-3869,2022-11-28
41390-00094,목감공원,근린공원,경기도 시흥시 솔고개길 33,경기도 시흥시 목감동 398,37.385593,126.861279,15152,,,화장실+주차장,,,2007-11-08,경기도 시흥시청,031-310-3869,2022-11-28
41390-00095,꿈자람공원,어린이공원,경기도 시흥시,경기도 시흥시 목감동 421,37.38380568,126.8636846,1522,,,,,,2007-11-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00096,시화 1소공원,소공원,경기도 시흥시,경기도 시흥시 정왕동 876-131,37.34811134,126.748363,2370,체육시설,,,,,2009-07-03,경기도 시흥시청,031-310-3864,2022-11-28
41390-00097,나래농업공원,도시농업공원,경기도 시흥시,경기도 시흥시 정왕동 2798,37.31547989,126.7042199,10002,,,,,,2009-10-22,경기도 시흥시청,031-310-3863,2022-11-28
41390-00098,신천근린공원,근린공원,경기도 시흥시 포도원로109번길 9,경기도 시흥시 신천동 57,37.43575318,126.785457,24860,체육시설,조합놀이대,,,,2010-03-18,경기도 시흥시청,031-310-3870,2022-11-28
41390-00099,은계중앙공원(3호근린),근린공원,경기도 시흥시,경기도 시흥시 은행동 56-1,37.44140275,126.800828,37295,,,,,,2010-04-27,경기도 시흥시청,031-310-3870,2022-11-28
41390-00100,시화 2소공원,소공원,경기도 시흥시,경기도 시흥시 정왕동 1872-1,37.357584,126.7339528,2322,농구장,,,,,2010-06-17,경기도 시흥시청,031-310-3864,2022-11-28
41390-00101,파코스,소공원,경기도 시흥시,경기도 시흥시 거모동 1508-8,37.3456361,126.785128,1620,,,,,,2010-06-17,경기도 시흥시청,031-310-3871,2022-11-28
41390-00102,연성1지구 소공원,소공원,경기도 시흥시,경기도 시흥시 하상동 산11-3,37.39048724,126.8106263,5310,배드민턴장+체육시설,,,,,2010-06-17,경기도 시흥시청,031-310-3871,2022-11-28
41390-00103,태평공원,근린공원,경기도 시흥시,경기도 시흥시 하상동 343-36,37.38891057,126.8122948,10404,인라인트랙,,,,,2010-07-30,경기도 시흥시청,031-310-3869,2022-11-28
41390-00104,배곧생명,근린공원,경기도 시흥시 배곧2로 25,경기도 시흥시 정왕동 2506,37.37140953,126.721481,232456,,조합놀이대+시소 등,주차장+화장실+관리사무소+카페,야외무대,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00105,두드림,근린공원,경기도 시흥시 배곧4로 32-5,경기도 시흥시 정왕동 2478,37.376626,126.728195,46561,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00106,차오름,근린공원,경기도 시흥시,경기도 시흥시 정왕동 2488,37.37377977,126.7313455,25576,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00107,도담공원,어린이공원,경기도 시흥시,경기도 시흥시 산현동 496,37.37352073,126.8421847,1556,,,,,,2011-10-04,경기도 시흥시청,031-310-3871,2022-11-28
41390-00108,한울공원,수변공원,경기도 시흥시 해송십리로 61,경기도 시흥시 정왕동 2590,37.354654,126.702034,330112,,조합놀이대,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00109,숲속향기공원,근린공원,경기도 시흥시,경기도 시흥시 정왕동 2385,37.3826809,126.733108,9999,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00110,물빛공원,근린공원,경기도 시흥시,경기도 시흥시 정왕동 2464,37.37501628,126.7351915,10358,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00111,너울길공원,근린공원,경기도 시흥시,경기도 시흥시 정왕동 1775-22,37.35991941,126.7189733,12466,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41390-00112,옥구가람공원,근린공원,경기도 시흥시,경기도 시흥시 정왕동 1771-8,37.35679879,126.713218,51734,,,,,,2011-10-04,경기도 시흥시청,031-310-3863,2022-11-28
41290-00004,청사앞소공원,근린공원,경기도 과천시 원문동 1,경기도 과천시 원문동 1,37.42493813,126.9898527,6321,체력단련시설,,,,조경시설+광장+도로,1980-07-20,경기도 과천시청,02-3677-2272,2022-08-01
41290-00005,남태령2소공원,소공원,경기도 과천시 양지마을4로 33,경기도 과천시 과천동 484,37.45212629,126.9941408,370,체력단련시설,,,,조경시설+도로,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00006,뒷골4소공원,소공원,경기도 과천시 뒷골2로 29,경기도 과천시 과천동 375-2,37.4553783,127.0015303,377,체력단련시설,,,,조경시설+도로,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00007,삼거리소공원,소공원,경기도 과천시 과천동 549-23,경기도 과천시 과천동 549-23,37.4468679,126.993337,1276,체력단련시설,어린이놀이터,파고라,,조경시설+도로,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00008,뒷골1어린이공원,어린이공원,경기도 과천시 과천동 386-7,경기도 과천시 과천동 386-7,37.458211,127.001033,1501,체력단련시설,어린이놀이터,파고라,,조경시설+도로,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00009,문원어린이공원,어린이공원,경기도 과천시 문원동 155-3,경기도 과천시 문원동 155-3,37.4219709,127.0087757,1737,체력단련시설,어린이놀이터,,,조경시설+도로,2001-12-11,경기도 과천시청,02-3677-2272,2022-08-01
41290-00010,죽바위1 어린이공원,어린이공원,경기도 과천시 주암동 19-2,경기도 과천시 주암동 19-2,37.45869339,127.033938,1590,체력단련시설,어린이놀이터,,,조경시설,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00011,사기막골1 어린이공원,어린이공원,경기도 과천시 문원동 324-15,경기도 과천시 문원동 324-15,37.41954475,126.999142,1540,,어린이놀이터,,,조경시설,2005-05-30,경기도 과천시청,02-3677-2272,2022-08-01
41290-00012,죽바위2역사공원,역사공원,경기도 과천시 추사로 78,경기도 과천시 주암동 184-2,37.45300477,127.0287473,4299,,어린이놀이터,주차장,전시장,조경시설+광장+도로,2009-12-18,경기도 과천시청,02-3677-2272,2022-08-01
41290-00013,관문체육공원,체육공원,경기도 과천시 중앙로 294,경기도 과천시 관문동 3,37.4413646,126.9963478,176471,다목적운동장+농구장+잔디볼링장+배구장+테니스장+게이트볼장+배드민턴장+체력단련장,어린이놀이터,주차장+음수장,,조경시설+관리리설+광장+도로,1996-11-18,경기도 과천시 시설관리공단,02-500-1410,2022-08-01
41290-00014,문원체육공원,체육공원,경기도 과천시 문원로 56,경기도 과천시 문원동 20,37.4279215,127.0036606,36676,다목적운동장+농구장+테니스장+게이트볼장+체력단련장+조깅코스+배드민턴장+인라인스케이트장,어린이놀이터+물놀이못+지압보도+전통정자,주차장+음수장,야외공연장,조경시설+관리리설+광장+도로,2000-06-14,경기도 과천시 시설관리공단,02-500-1410,2022-08-01
41290-00015,관문어린이문화공원,문화공원,경기도 과천시 중앙로 294,경기도 과천시 관문동 3,37.4413646,126.9963478,3665,,어린이놀이터,,교통체험시설,조경시설+광장+도로,2009-09-14,경기도 과천시 시설관리공단,02-500-1410,2022-08-01
41290-00016,7-2단지 소공원,소공원,경기도 과천시 별양동 3-1,경기도 과천시 별양동 3-1,37.4330799,126.9978258,1086,,,파고라,,조경시설,2014-06-19,경기도 과천시청,02-3677-2272,2022-08-01
41290-00017,1단지 소공원,소공원,경기도 과천시 중앙동 98,경기도 과천시 중앙동 98,37.432145,126.989539,1049,체력단련시설,,파고라,,조경시설,2011-09-23,경기도 과천시청,02-3677-2273,2022-08-01
41290-00018,남태령3소공원,소공원,경기도 과천시 과천동 579-2,경기도 과천시 과천동 579-2,37.4519988,126.9930527,670,체력단련시설,,파고라,,조경시설,2005-05-30,경기도 과천시청,02-3677-2273,2022-08-01
41290-00019,광창1어린이공원,어린이공원,경기도 과천시 과천동 144-13,경기도 과천시 과천동 144-13,37.4476561,127.0102624,1529,,어린이놀이터,파고라,,조경시설,2005-05-30,경기도 과천시청,02-3677-2273,2022-08-01
41290-00020,2단지 소공원,소공원,경기도 과천시 별양로 11,경기도 과천시 원문동 2,37.42469822,126.9902247,3802,체력단련시설,,,,조경시설,2011-08-09,경기도 과천시청,02-3677-2273,2022-08-01
41290-00002,에어드리공원,근린공원,경기도 과천시 중앙로 24,경기도 과천시 갈현동 677,37.4187451,126.9897155,24080,체력단련장+체력단련시설+턱걸이+윗몸일으키기+팔굽혀펴기+역기들기,,주차장+음수장,도서관,조경시설+관리시설+광장+도로,1997-03-31,경기도 과천시청,02-3677-2272,2022-08-01
41290-00003,중앙공원,근린공원,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,37.4323292,126.9966058,47627,농구장+게이트볼장+체력단련시설,어린이놀이터+정자,음수장,도서관+야외공연장,조경시설+관리리설+광장+도로,1980-07-20,경기도 과천시청,02-3677-2272,2022-08-01
41135-00046,중탑공원,어린이공원,경기도 성남시 분당구 매화로48번길 17-4,경기도 성남시 분당구 야탑동 301,37.41207913,127.1359961,5856.9,야외운동기구,어린이놀이터,벤치,,,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-8092,2022-11-13
41135-00047,탑공원,어린이공원,경기도 성남시 분당구 야탑로111번길 12-14,경기도 성남시 분당구 야탑동 385,37.41165862,127.1317843,4424,야외운동기구,어린이놀이터,벤치,,,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-8092,2022-11-13
41135-00018,주택공원,근린공원,경기도 성남시 분당구 불정로 50,경기도 성남시 분당구 정자동 253,37.35760271,127.1125099,212563.3,테니스장 배구장,,주차장+휴게음식점,전시관,,1990-06-22,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00019,금곡공원,체육공원,경기도 성남시 분당구 금곡로 298,경기도 성남시 분당구 정자동 183-1,37.35690302,127.1092011,18148.5,인공암벽+다목적체육관+체력단련시설,,화장실+멀티비전,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00025,구미공원,근린공원,경기도 성남시 분당구 금곡로 90,경기도 성남시 분당구 구미동 299,37.34216054,127.1219484,226188.2,운동장+배드민턴장,놀이터,주차장,야외공연장,,1990-06-22,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00026,맹산2공원,근린공원,경기도 성남시 분당구 판교로 628,경기도 성남시 분당구 야탑동422-3,37.4052248,127.1420061,549878.6,,,방문자센터+약수터+주차장,곤충생태관+야외학습원+생태자연학습장,,2007-06-18,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00029,판교제2호(운중)공원,근린공원,경기도 성남시 분당구 판교원로81번길 9,경기도 성남시 분당구 운중동 953,37.39004045,127.0751082,28137.7,,,화장실,도서관,,2004-12-30,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00031,판교제4호(판교)공원,근린공원,경기도 성남시 분당구 운중로 225번길 37(판교동),경기도 성남시 분당구 운중동 990,37.39189991,127.0908701,1204532.2,배드민턴장+게이트볼장,,,탐방객센터+수영장,인공암벽장+묵논습지 복원마당+반딧불이습지원,2004-12-30,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00034,판교제8호(화랑)공원,근린공원,경기도 성남시 분당구 대왕판교로 609,경기도 성남시 분당구 삼평동 637,37.39708421,127.1062265,118923.6,체력단련장+배드민턴장+인라인스케이트장,,화장실+음수전,생태학습원+야외음악당,,2004-12-30,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00036,판교제10호(낙생대)공원,근린공원,경기도 성남시 분당구 판교역로 75,경기도 성남시 분당구 백현동 523,37.38752486,127.1076674,428698,체력단련장,놀이터,주차장,도서관+박물관+기념비+어린이집,,2004-12-30,경기도 성남시 공원과,031-729-4382,2022-11-13
41390-00061,군서희망공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1607,37.3457771,126.7424281,2187,체육시설물,오르는기구+조합놀이대,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00062,함현공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1878-6,37.36579704,126.7357929,1621,,조합놀이대+시소,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00063,함송공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1877-6,37.36341337,126.7341486,1694,,조합놀이대+시소,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00064,온들녘공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1876-5,37.36104853,126.731569,1590,,조합놀이대,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00065,풀잎사랑공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1875-6,37.358559,126.7293111,1638,,조합놀이대+그네,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00066,서해공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1867-4,37.35476263,126.7247245,1650,,오르는 기구+흔들기구,,,,1994-04-22,경기도 시흥시청,031-310-3864,2022-11-28
41390-00067,웃터골공원,근린공원,경기도 시흥시 대은로104번길 15,경기도 시흥시 은행동 600,37.444342,126.800385,10120,체육시설,,,,,1995-05-18,경기도 시흥시청,031-310-3870,2022-11-28
41390-00068,샛말공원,근린공원,경기도 시흥시 하중로173번길 23,경기도 시흥시 하중동 848,37.395022,126.804842,11079,체육시설+농구장,조합놀이대+그네 등,,,,1996-07-08,경기도 시흥시청,031-310-3869,2022-11-28
41390-00069,관곡공원,어린이공원,경기도 시흥시 관곡지로40번길 15,경기도 시흥시 하중동 826-2,37.399501,126.800632,1626,체육시설,조합놀이대,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00070,성마루공원,어린이공원,경기도 시흥시,경기도 시흥시 하중동 880-2,37.39089464,126.8052669,3200,체육시설,조합놀이대,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00071,연꽃공원,어린이공원,경기도 시흥시,경기도 시흥시 하상동 367,37.39567434,126.8109963,2420,,,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00072,하상공원,어린이공원,경기도 시흥시 하상로 14-9,경기도 시흥시 하상동 372,37.39183522,126.813879,6460,농구장+풋살경기장+체육시설+인라인트랙,,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00073,새재공원,어린이공원,경기도 시흥시 시청로72번길 25-6,경기도 시흥시 장현동 529-1,37.38267479,126.801305,1660,,조합놀이대,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00074,매꼴공원,어린이공원,경기도 시흥시,경기도 시흥시 장곡동 798-2,37.38116792,126.780663,7524,체육시설,조합놀이대,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00075,진말공원,어린이공원,경기도 시흥시,경기도 시흥시 장곡동 825-2,37.37804654,126.7874296,7524,체육시설+농구장,조합놀이대,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00076,장곡공원,어린이공원,경기도 시흥시 진말로19번길 13,경기도 시흥시 장곡동 815,37.37901167,126.784077,3284,체육시설,조합놀이대+시소 등,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00077,새싹공원,어린이공원,경기도 시흥시,경기도 시흥시 장곡동 796,37.38092325,126.7825507,3240,체육시설+농구장,,,,,1996-07-08,경기도 시흥시청,031-310-3871,2022-11-28
41390-00078,나래솔공원,근린공원,경기도 시흥시 엠티브이26로 41,경기도 시흥시 정왕동 2606-3,37.323213,126.704112,10044,,,,,,2001-08-29,경기도 시흥시청,031-310-3863,2022-11-28
41390-00079,하늬공원,근린공원,경기도 시흥시 시화호수전원2길 58,경기도 시흥시 정왕동 2795,37.31709175,126.700533,10797,,조합놀이대,주차장+화장실+관리사무소,,,2001-08-29,경기도 시흥시청,031-310-3863,2022-11-28
41390-00080,해미공원,수변공원,경기도 시흥시,경기도 시흥시 정왕동 2598-3,37.32715586,126.6995232,32706,,,,,,2001-08-29,경기도 시흥시청,031-310-3863,2022-11-28
41390-00081,물비늘,수변공원,경기도 시흥시,경기도 시흥시 정왕동 2609-6,37.32097243,126.7095464,13750,,,,,,2001-08-29,경기도 시흥시청,031-310-3863,2022-11-28
41390-00082,제1호공원,근린공원,경기도 시흥시,경기도 시흥시 능곡동 489,37.37608302,126.812551,20060,,,,,,2004-11-10,경기도 시흥시청,031-310-3869,2022-11-28
41390-00083,영모재공원,근린공원,경기도 시흥시 능골길 26,경기도 시흥시 능곡동 617,37.36967888,126.8172387,107778,체육시설,,주차장+화장실,영모재,,2004-11-10,경기도 시흥시청,031-310-3869,2022-11-28
41390-00084,승지공원,근린공원,경기도 시흥시 능곡중앙로 85,경기도 시흥시 능곡동 552,37.371378,126.813132,10842,,조합놀이대,,도서관,,2004-11-10,경기도 시흥시청,031-310-3869,2022-11-28
41390-00085,중앙공원,근린공원,경기도 시흥시,경기도 시흥시 능곡동 766,37.368046,126.8137034,17367,다목적운동장+체육시설,,주차장+화장실+관리사무소,야외무대,,2004-11-10,경기도 시흥시청,031-310-3869,2022-11-28
41390-00035,정왕2공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2253-4,37.35875938,126.754915,1772,,,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
41390-00036,정왕3공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2299-4,37.35304645,126.740217,1899,,,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
41390-00037,정왕4공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2307-3,37.35370263,126.7430443,1697,체육시설물+농구대,조합놀이대+그네,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
41390-00038,정왕5공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2322-3,37.35198074,126.743859,1798,체율시설물,조합놀이대+그네+시소+회전기구,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
41390-00039,정왕6공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2312-4,37.35264631,126.7456561,1700,족구장+농구대+체육시설물,조합놀이대,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
